Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
24664003.783339,-0.9811408135302093,0.0032823549170624797,-4.356585598941365e-07,-3.475528890686634e-07
24665309.278692,-0.9811410152312666,0.0032821042840984766,1.1225889982036108e-06,-5.861563736591496e-07
24666860.184623,-0.9811442696372126,0.00328209007796094,-5.0964763298466664e-08,-6.098635742433044e-07
24667608.68513,-0.9811453384386681,0.003282347447132947,-1.1996736470898384e-07,-3.6613573496614357e-07
52065033.185323,-0.930842909306997,0.0023141532837623407,3.4995330608911246e-06,1.8597995017992884e-06
52065276.781467,-0.930846715512941,0.0023134853630540028,1.1176063765550026e-06,1.2319224272036057e-06
52065407.781158,-0.9308481117202146,0.002313596161390278,4.873166065122447e-07,1.3639884655228598e-06
52065568.182743,-0.9308494229577718,0.002312933818813777,1.1387652276706461e-07,7.274335421456057e-07
52066309.581135,-0.930853405199795,0.0023124115837694086,4.658443074623264e-07,3.2078541448198397e-07
52066565.08323,-0.9308547528384643,0.0023127101241476626,6.116790706167663e-07,6.577931113997335e-07
52066869.185302,-0.9308565800540362,0.0023125317969105107,5.618667053841619e-07,5.243431832279398e-07
52067231.486414,-0.9308597731256931,0.0023123061784907253,-5.138761907108602e-07,3.5090995916279774e-07
52067575.185616,-0.9308615517728447,0.002312315593467245,-2.8416531738795214e-07,4.0855040307980275e-07
52067902.581145,-0.930863287928481,0.00231221386102516,-1.0748781953395792e-07,3.5160291851502393e-07
52068438.580853,-0.9308670455552503,0.002311733659069351,-7.340900144425788e-07,-5.7691048480079665e-08
52068854.28578,-0.9308692794742771,0.002312461767450483,-5.402383584929282e-07,7.233639364198456e-07
52070290.478432,-0.9308777781270697,0.0023121062706899474,-6.55662220405695e-07,5.372146510383702e-07
52070544.287074,-0.9308793928645887,0.0023124738926628935,-7.896662408413135e-07,9.326026481309806e-07
52071345.681641,-0.9308842370971598,0.002311924211982026,-9.60235396529896e-07,4.66396552285548e-07
82122752.582753,-0.8839539066110921,0.0011952323386768624,-3.544624588291967e-07,-9.604241506884666e-08
82123076.781477,-0.8839557987316479,0.0011954003522733495,-2.978200336345438e-07,-1.315785896202279e-07
82123163.682595,-0.8839563327149987,0.0011955470933495817,-3.0956473173748833e-07,-3.95356991465725e-08
82123344.984367,-0.8839573853204679,0.0011956352392720208,-2.7279656367174e-07,-6.569239341240075e-08
82123463.585655,-0.8839581041862851,0.0011956316718975124,-2.7915962175217857e-07,-1.4416821625395926e-07
82123560.284507,-0.8839585971150246,0.0011956665733048257,-1.9124076955367997e-07,-1.704209586848686e-07
82123640.083551,-0.8839592902875285,0.0011957565023247385,-4.051301689678155e-07,-1.310118752284508e-07
82123718.482925,-0.8839595315859887,0.001195923369248748,-1.7559751652740374e-07,-1.3825858162985413e-08
82123815.786602,-0.8839601401342576,0.001195537535312106,-1.99846935000636e-07,-4.6138499375692095e-07
82123920.779876,-0.8839608511831195,0.001196084884166696,-2.805003727068822e-07,1.9280302380238895e-08
82124029.479709,-0.8839617035446962,0.0011961180009796963,-4.802984421292678e-07,-1.6728362627841525e-08
82124123.37922,-0.8839619423282564,0.0011960327834389204,-1.5544151732438394e-07,-1.617312050019703e-07
82124236.88293,-0.8839627022486755,0.0011961410541695653,-2.3413448735354336e-07,-1.2581634853815575e-07
82124477.679732,-0.8839640885936491,0.0011963209101440427,-1.7558929055194739e-07,-9.978313547805671e-08
82124596.185949,-0.8839648767223934,0.001196587767862682,-2.5279129511890375e-07,9.12123515534654e-08
