Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
-484130820.057338,-1.5898125036998376,0.020530074473001585,-9.67749627101e-08,-3.4571775964914453e-07
-484130673.177347,-1.5898127006208775,0.02053005220145846,5.4271958038754065e-09,-3.139006849658954e-07
-484129800.53734,-1.589814595842429,0.020529769534745675,-1.1041770031638976e-07,-2.8020956115842877e-07
-484129731.417337,-1.5898146887705402,0.02052980769130646,-6.224827653333875e-08,-2.173603835323168e-07
-459660482.455248,-1.5210565948436634,0.020244544914148406,-1.2494263867957045e-07,4.147431354600828e-08
-459660301.015274,-1.5210575550130392,0.02024464338847305,1.812854955041132e-08,2.7399151125012677e-08
-459659462.93525,-1.521062724840758,0.02024476396046826,-5.844806461041685e-08,-3.7533306096459995e-07
-459659298.775247,-1.5210636387508514,0.020245009126858934,2.4755933969444754e-08,-2.3332695948952153e-07
-459574358.935301,-1.521540812947213,0.020307168460384623,-1.5710124579015883e-07,-2.88738179570619e-07
-459574203.415284,-1.5215414960907454,0.020307214789779825,-2.218071970538915e-08,-3.521209006492054e-07
-459573486.295295,-1.5215452102556375,0.020307896384317056,3.22976139166542e-08,-1.7594344582649857e-07
-459573296.215296,-1.521546222190661,0.020307994869943783,1.8290732262116194e-08,-2.1128847077153678e-07
-457937735.575819,-1.5303219870366709,0.02031337250828855,2.0227403929595766e-07,-2.942033078510986e-07
-457937545.49582,-1.5303227984847405,0.020313166891853706,2.6517441265028197e-07,-4.559030215463278e-07
-457936525.975822,-1.5303275116689143,0.020313112086012167,2.4093794026569526e-07,-2.7096119847511146e-07
-457936344.535808,-1.53032832126279,0.02031305359528514,2.6567105404495805e-07,-2.8604483357994037e-07
-454317920.176975,-1.5472110341869876,0.01997572404854995,9.202747697223401e-08,-3.4506677661777507e-07
-454317764.656958,-1.5472115771205333,0.019975656735536303,-1.7439608424041353e-08,-2.904923467918208e-07
-454316701.936953,-1.5472145153485564,0.019974697551209435,1.0130918992601323e-08,-4.15362929124391e-07
-454316546.416976,-1.5472148640162753,0.01997462871641942,9.602020822896407e-08,-3.6189925089677444e-07
-454232444.656974,-1.547473315904536,0.01990320730757018,-4.516382001718e-08,-3.563176725236705e-07
-454232280.496971,-1.547473828360635,0.019902992518839518,2.947830335386925e-08,-4.4445708881693524e-07
-454231485.616954,-1.5474767824263371,0.019902363862772315,-7.800827872550542e-08,-4.6263967669671335e-07
-454231286.896969,-1.5474773638293062,0.019902144752713763,5.319608065157411e-08,-5.298536566444856e-07
-454144860.977013,-1.547811114798266,0.01986299965476885,8.641205839765576e-08,-2.463642238478836e-07
-454144670.897014,-1.5478119889486228,0.019862881802174225,9.396776912140581e-09,-3.497951439508651e-07
-454060145.777048,-1.5481535295060134,0.01988603983416108,1.1297165225521155e-07,-2.0681411945500106e-07
-454059981.617045,-1.5481542049976786,0.019886117251962845,7.857965322877192e-08,-2.1985515966452263e-07
-453974307.37702,-1.5484416780116779,0.019936669608753788,1.0225636515315273e-07,-3.52537917691631e-07
-453974125.937046,-1.5484421507504955,0.019936790553192522,1.6121551182912697e-07,-3.214015299526918e-07
-453973452.017024,-1.5484442190477998,0.01993713956644843,6.432297650071916e-08,-3.0510535570932307e-07
-453973261.937025,-1.5484446703064543,0.019937259308491523,1.680997856468025e-07,-2.7895987267378963e-07
-427177399.215531,-1.4869356368239313,0.01928316699613444,-3.552088800873321e-08,-3.4596996198801855e-07
-427177200.495547,-1.486936912620986,0.0192834617221458,-5.007622072561446e-08,-1.5367258753354318e-07
-427176353.775537,-1.4869422372656527,0.019283716867204266,-2.7448809891694737e-09,-3.3904117840294345e-07
-427176163.695538,-1.4869434743739012,0.019283769941546503,-3.437104978409877e-08,-3.857620824547492e-07
-427090740.015569,-1.4874484293448076,0.01934289893944465,2.2998241977489897e-08,-2.3489640430668368e-07
-427090549.93557,-1.4874494733643304,0.01934299279262191,3.6211689202758635e-08,-2.78799969728738e-07
-427089711.855586,-1.487454117855878,0.019343611969230085,4.825785726580989e-08,-2.6694542552482825e-07
-427089426.735587,-1.4874556856656804,0.019343705026967296,6.277760289385981e-08,-3.8047126789050867e-07
-424676309.296359,-1.50024715968007,0.019152246966744828,-5.714585094018787e-08,-4.4649496217658013e-07
-424676196.976349,-1.5002479734745358,0.019152149253716864,-1.974124403947286e-07,-5.611351615829319e-07
-423472947.376706,-1.5058606456215609,0.019155361013860155,2.64279108153076e-07,-2.616787229299533e-07
-423472765.936732,-1.505861418014026,0.0191555357134021,1.5884025605927832e-07,-1.3677285195037858e-07
-423472022.896707,-1.5058641144339193,0.019155589966655635,1.9069493184531439e-07,-2.844358106095235e-07
-423471763.696705,-1.5058650773716409,0.019155656069872084,1.783050800341357e-07,-2.8800896749794913e-07
-422265274.097094,-1.5101684779908897,0.018945166219640985,2.5308884543662202e-08,-5.763319230189801e-07
-422265101.297066,-1.5101689843094916,0.018944998211998857,6.173626387884212e-08,-5.971981396589443e-07
-422264055.857071,-1.5101723820066857,0.018944241765858877,-4.58347690912575e-08,-4.666489131499585e-07
-422263865.777072,-1.5101730400681366,0.018944074698102303,-1.0451520404686221e-07,-4.7304188580121753e-07
-422263036.337073,-1.5101755997733366,0.01894343996072956,-4.463509828411816e-08,-4.088281064761057e-07
