Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
425863439.1841281,-0.4357439831829854,-0.011653217962044039,9.676458700980106e-07,2.6142855864483283e-07
425949542.18410057,-0.4359459139248383,-0.011599817028547376,-3.231261524461182e-07,1.5390766041657733e-07
426035762.1840731,-0.43609487701809946,-0.011570179910382552,1.969757434938657e-07,1.2800287639922608e-06
426466567.1839361,-0.43739522272350356,-0.011643000860004755,3.017190795540081e-07,7.232322514691414e-07
426552728.1839088,-0.43758926940439424,-0.011620499330304674,5.36045583143796e-07,3.003187156232906e-07
426983510.18377274,-0.4391205023501703,-0.01168442534411859,-6.578995781492125e-08,9.358022499440788e-07
427155840.1837183,-0.43963337954041815,-0.01171371584735739,-3.5526088643100806e-07,9.878431651306335e-07
428448172.1833205,-0.4453267976862312,-0.011844769007901376,7.832073573021958e-07,1.4408950021506384e-06
428534349.6832955,-0.4456877864224228,-0.01179306571799789,-2.4979208240738515e-07,2.1008820738476625e-06
428792787.18322206,-0.44691091821898277,-0.011916442688033217,5.835658588582149e-07,1.7451511739562109e-06
428965143.1831744,-0.4478676415539513,-0.011873780360151416,2.6431384980707406e-07,5.87512759546438e-07
429223648.1831047,-0.44904690637723443,-0.011896420867112031,7.728502577908358e-07,7.921062542912832e-07
429482103.18303716,-0.4505448363402921,-0.011896950296513853,-7.358328377726764e-07,1.516335376127928e-06
429654410.1829933,-0.45132445519459763,-0.011868009650563267,1.4892105605901484e-06,8.559589681090413e-07
429740587.18297166,-0.45178418728476033,-0.01193334764348233,4.721562145149072e-07,-4.259427168612495e-09
430171358.18286705,-0.4541244742881782,-0.01189768038554086,-3.327774443229181e-07,1.6515473415350257e-06
430257555.1828469,-0.4546037387007125,-0.011965369946617385,-1.293101352495274e-06,-2.00979370965082e-07
430602148.1827698,-0.45655573582055586,-0.011896951008030445,4.0337143580870816e-07,1.5367882519965598e-06
