Seconds since J2000,RA ECLIPJ2000 [rad],DEC ECLIPJ2000 [rad],O-C RA ECLIPJ2000 [rad],O-C DEC ECLIPJ2000 [rad]
334290984.1639702,-0.5664820676284811,-0.008431983176475855,-3.024163822695769e-07,4.3390701210885285e-07
334291128.19277006,-0.5664830438346488,-0.008432503159755586,-4.341643383698468e-07,2.5320788845858977e-08
334291483.21036994,-0.5664850706685098,-0.00843286007181561,-3.7824495469074293e-07,-5.7480948514876395e-08
334291603.219971,-0.566485893282833,-0.008432858032359108,-4.96411643458039e-07,3.706593259579505e-08
334291722.1927709,-0.5664866260854298,-0.008433002512267168,-5.306559180962012e-07,-1.5781846468554406e-08
334291902.1639699,-0.5664873022320442,-0.00843309546914786,-1.4971694195509144e-07,2.9729906732625655e-08
334292022.1735709,-0.5664881415943969,-0.008433221544390357,-2.839398367537882e-07,-4.10723371979671e-09
334292354.20876974,-0.5664901098084905,-0.008433130058794999,-3.001970504401541e-07,3.4217447140473534e-07
334292422.20557076,-0.5664908846357808,-0.008433801311878453,-6.751033778673587e-07,-2.769724553267766e-07
334292509.21037066,-0.5664911861152272,-0.008433902512622727,-4.6477637005715167e-07,-3.1153737296667205e-07
334292658.1639697,-0.5664920104595503,-0.008433987620975997,-4.126647601410127e-07,-2.826585534243531e-07
334292719.1623696,-0.5664923402281961,-0.00843406296171184,-3.8342814190350794e-07,-3.113545019011593e-07
334292897.14636964,-0.5664934576467904,-0.008434143916684086,-4.530421086057501e-07,-2.563214575226208e-07
334293108.22157055,-0.5664946183411923,-0.008434198682154503,-3.705798656827852e-07,-1.5003652292788772e-07
334293287.1559705,-0.566495682626475,-0.00843448500247432,-3.8054914675011986e-07,-3.0001759085580837e-07
334293488.20877045,-0.5664969065890558,-0.008434526904939687,-4.193732761059721e-07,-1.8893322390953204e-07
334293666.19277036,-0.5664980940427528,-0.008434737097385838,-5.572359984551412e-07,-2.6387409545435003e-07
334293847.2007703,-0.5664990882147146,-0.008434790938842045,-4.835679101589108e-07,-1.803408975643156e-07
334294027.17196923,-0.5665001340519228,-0.0084349032966198,-4.6726843716538013e-07,-1.5628574037175602e-07
334294207.1431692,-0.5665012764679963,-0.00843501123565049,-5.471388638822461e-07,-1.2798616977165167e-07
334294387.2007691,-0.5665022890098543,-0.008435135798080829,-4.962187253321204e-07,-1.1641903049398883e-07
334294566.22157013,-0.5665033382147969,-0.00843529855789015,-4.876853947344273e-07,-1.4400606373164704e-07
334294747.1431691,-0.566504345766008,-0.008435430113579912,-4.25865509079415e-07,-1.3912889403923379e-07
334294931.17517,-0.566505478247022,-0.008435613985290073,-4.7017935933535426e-07,-1.8440276788184162e-07
334295107.17196995,-0.5665064491964991,-0.00843578993898612,-4.0008801494018087e-07,-2.2798037272939164e-07
334295287.1431699,-0.5665076066138554,-0.00843591819865499,-4.925691150514666e-07,-2.210466899747049e-07
334295467.20076984,-0.5665086040912639,-0.008435939848850861,-4.24211060390256e-07,-1.0761266825559668e-07
334295647.17196983,-0.5665095484351245,-0.008436166863837774,-3.028462087772965e-07,-1.9978210222260095e-07
334295827.14316976,-0.5665108157798479,-0.008436327121252241,-5.04100719278533e-07,-2.2536764681183041e-07
334296015.14956975,-0.5665119781562643,-0.008436407091951757,-5.523849695432403e-07,-1.6483910675151037e-07
334296188.2087697,-0.5665130907669944,-0.008436742828741635,-6.391160041196997e-07,-3.714141284597017e-07
334296367.1431686,-0.5665140049676268,-0.008436743368611733,-4.922474716728686e-07,-2.385757569955266e-07
334296558.17356855,-0.5665151974092955,-0.008436946572880891,-5.514889318547489e-07,-2.9957422324235206e-07
334296727.17196846,-0.5665159650805649,-0.008436959513562709,-3.16311096981714e-07,-1.8687244595673447e-07
334296907.1431685,-0.5665172007978897,-0.008437136528806101,-4.837142474345413e-07,-2.302549158353373e-07
334297087.2007684,-0.566518479790966,-0.008437287354852394,-6.935203867852735e-07,-2.4755668271737863e-07
334297267.17196935,-0.5665194106925379,-0.00843735406419127,-5.55391494128088e-07,-1.809781677280381e-07
334297447.14316833,-0.566520489868649,-0.00843751616881406,-5.651838264064679e-07,-2.099670325470676e-07
334297627.20076823,-0.566521569075363,-0.008437719571036941,-5.741429524031005e-07,-2.8036157899945235e-07
334297808.2087692,-0.5665226015151273,-0.008437733572406179,-5.30335940385207e-07,-1.6082636600071865e-07
334297988.1799682,-0.566523678976158,-0.008437829179838157,-5.37370055786468e-07,-1.2383397063851775e-07
334298171.1751691,-0.566524766479359,-0.008437993396683724,-5.361110223534027e-07,-1.5339840098681223e-07
334298347.17196906,-0.566525795643076,-0.00843808088953882,-5.178215942702735e-07,-1.1155506499278822e-07
334298529.216768,-0.5665267799542822,-0.00843831391212531,-4.183483696129642e-07,-2.109685330476535e-07
334298707.20076793,-0.566528005643182,-0.008438442969912733,-5.841008364759759e-07,-2.0956599992329183e-07
334299989.2039686,-0.5665355246413558,-0.008439234347130965,-4.591818710819595e-07,-6.614132981412613e-08
334300167.18796855,-0.5665363555794971,-0.008439234428362584,-2.2764343687864397e-07,6.288337362110596e-08
334300562.2087674,-0.5665387005482946,-0.008439717439915811,-2.134818573029662e-07,-1.341720239633748e-07
334300740.1927684,-0.5665397964078214,-0.00843992506899817,-2.4592437619652685e-07,-2.1322043354532472e-07
334300922.15116835,-0.5665408605641681,-0.008440046210841124,-2.2262225418678838e-07,-2.0307822775657292e-07
334301102.2087673,-0.5665417665573449,-0.008440209834611802,-5.222625332201858e-08,-2.369560326859893e-07
334301282.17996824,-0.5665429074833598,-0.008440561016437146,-1.1699380342289345e-07,-4.586193909673908e-07
334301462.15116715,-0.5665440481491154,-0.008440561171288505,-1.8121855072106285e-07,-3.2942056588970703e-07
334301642.2087671,-0.5665448590177736,-0.008440444684443573,8.515019167543159e-08,-8.36824315085527e-08
334301822.1799671,-0.5665459799356982,-0.008440761892016372,4.122909513792905e-08,-2.7186471785248245e-07
334302004.22476804,-0.5665468839845789,-0.008440549288944756,2.2686389999915235e-07,7.108390522730934e-08
334302181.17196697,-0.5665481582123217,-0.00844101684627571,1.2071384336564961e-08,-2.6993770560305996e-07
334302544.22476685,-0.5665503248389772,-0.008441281235094453,1.99537706357944e-08,-2.7519758048766274e-07
334462892.17032254,-0.5675363376935442,-0.008463108752870301,-1.0065618105681295e-07,6.860576047887368e-08
334463053.2199235,-0.5675374466845162,-0.008463187861837543,-2.606117586179124e-07,-9.904734878107835e-08
334463382.14472336,-0.5675392001250598,-0.008463376838726892,-7.632513243649441e-08,-4.695677015033317e-07
334463543.19432235,-0.5675404271925731,-0.008463201005628673,-3.5491507444085357e-07,-3.8296525615121035e-07
334463767.1431223,-0.5675415942594515,-0.008462923235002837,-2.0338059059099578e-07,-2.296475771525197e-07
334463948.1511232,-0.5675428096417061,-0.008462694887930384,-3.5326334757446176e-07,-1.0220591028543835e-07
334464128.2087232,-0.5675437521115956,-0.008462752384899179,-2.3606911081497373e-07,-2.603572330436843e-07
334464308.1799221,-0.567544792704891,-0.008462603553952678,-2.1774957936759876e-07,-2.1240913706047082e-07
334464487.20072204,-0.5675457684344879,-0.008462586909936813,-1.4040188556219135e-07,-2.963887324163722e-07
334464668.20872205,-0.5675469355945131,-0.008462474328464102,-2.43044863568187e-07,-2.858241082304841e-07
334464847.143122,-0.567548039488569,-0.008462374595490083,-2.9486648700505214e-07,-2.8721127424968795e-07
334465029.18792295,-0.5675489634510673,-0.008462092939647413,-1.4872607823068762e-07,-1.0870973268101158e-07
334465207.17192286,-0.5675499457696533,-0.008461949966599687,-8.506611115510765e-08,-6.685839862470566e-08
334465389.21672183,-0.5675510963577529,-0.008461977699255236,-1.6607377839594761e-07,-1.9829333959900386e-07
334465567.20072275,-0.567552298480035,-0.008461857475566334,-3.2273394545700995e-07,-1.7972490646590844e-07
